road,type,condition,name,lat,lon,length
N102,Box Culvert,A,BATHBARIA BOX CULVERT,24.0458611111111,91.1146944444444,3.0
N104,Slab Culvert,A,Shasaugtachha culvert,23.4698611111111,91.1629166666666,3.65
N104,Slab Culvert,B,S.S.SK ROAD SLAB CULVERT,23.0093333333333,91.3952222222222,2.7
N104,Slab Culvert,C,PAZGACIA SLAB CULVERT,23.0098888888888,91.3737222222222,2.7
N104,Slab Culvert,B,MATIARA SLAB CULVERT,23.0045833333333,91.3544999999999,2.7
N104,Box Culvert,A,SILONIA BOX CVLVERT,22.9836944444444,91.339,1.9
N104,PC Girder Bridge,A,SILONIA PC GIDER BRIDGE,22.9825277777777,91.3374166666666,87.3
N104,PC Girder Bridge,B,Selonia bridge,22.9825827,91.3375274,89.23
N104,Slab Culvert,C,AMIR GOAN SLAB CULVERT,22.9715833333333,91.3343333333333,2.8
N104,Box Culvert,A,BAKER BAZAR BOX CULVERT,22.9610833333333,91.3330277777777,3.0
N104,RCC Girder Bridge,A,SAHID SLAM SHETU,22.9539166666666,91.3261944444444,48.1
N104,RCC Girder Bridge,A,Matuvhuia Bridge,22.9538611,91.326166,48.71
N104,Box Culvert,C,CHONG ARPULL BOX CULVERT,22.9465833333333,91.3168611111111,3.0
N104,Slab Culvert,C,DAGHANBUIYA SLAB CULVERT,22.9381388888888,91.2974722222222,4.4
N104,RCC Bridge,A,RAMNAGAR BRIGE,23.9411944444444,91.2764722222222,6.0
N104,Slab Culvert,A,RAMNAGAR SIAB CULVERT,22.9440277777777,91.2643333333333,2.5
N104,Box Culvert,B,RAMNAGAR SLAB CULVERT (3),22.9443888888888,91.2619722222222,12.6
N104,Box Culvert,C,BHUYAIN DIGI CULVERT,22.9530277777777,91.242,3.1
N104,RCC Girder Bridge,C,COLLANDI Bridge,22.9576666666666,91.2321111111111,7.5
N104,RCC Girder Bridge,C,Kallyandi Bridge,22.9576944,91.2321104,9.25
N104,Slab Culvert,B,SANBAG CULVERT,22.9573611111111,91.2218611111111,2.8
N104,Slab Culvert,A,SOMIR BAZAR SLAB CULVERT,22.9545555555555,91.20775,2.5
N104,Slab Culvert,C,SHIBPUR SLAB CULVERT,22.9524166666666,91.1870277777777,2.7
N104,Box Culvert,A,BAROPAL SLAB CULVERT,22.9496944444444,91.1749722222222,9.1
N104,Slab Culvert,B,SONYGOFULL CULVERT,22.9479722222222,91.1571666666666,3.0
N104,RCC Bridge,C,PASHIMSIB PUR,22.9477777777777,91.1471111111111,6.0
N104,Slab Culvert,B,HAZIPUR CULVERT,22.9468888888888,91.1404166666666,3.2
N104,PC Girder Bridge,A,Choumohni Bazar(Left),22.946,91.1233888888888,20.5
N104,Steel Beam & RCC Slab,B,krimpur Bridge,22.9448333333333,91.1099722222222,38.2
N104,Box Culvert,A,ALIPUR BOX CULVERT,22.9393611111111,91.1041666666666,3.1
N104,Box Culvert,A,CONTRACTOR MOSJIDE BOX CULNERT,22.9360277777777,91.1041666666666,6.5
N104,Slab Culvert,C,DARMACHPUR CULVERT,22.9313888888888,91.1040833333333,3.2
N104,Box Culvert,B,MAMZAN BIBO BOX CULVERT,22.9226666666666,91.1027222222222,18.6
N104,Box Culvert,B,AKLASPUR CULVERT,22.91775,91.10225,3.0
N104,Box Culvert,D,BARIPOLE BOX,22.9066388888888,91.1007499999999,6.2
N104,Box Culvert,A,KABOWA BAZAR BOX CULVERT,22.9002222222222,91.0993055555555,9.4
N104,Slab Culvert,C,TOWN HALL MORE CULVERT,22.8675,91.0969166666666,1.0
N104,Box Culvert,A,BOXSI MAZIR BOX CULVERT,22.8633888888888,91.0968055555555,6.4
N104,Box Culvert,A,GAPTANG BOX CULVERT,22.8610277777777,91.09625,6.5
N104,Box Culvert,B,POKIR PUR BOX CULVERT,22.8570277777777,91.0968888888888,3.5
N104,RCC Girder Bridge,B,DATARAHAT RCC GIDER BRIDGE,22.8414166666666,91.0982777777777,10.4
N104,RCC Girder Bridge,D,Dotter Hut Bridge,22.8461277044117,91.0971399698529,16.39
N104,Box Culvert,A,OUTTOR SONAPUR BOX CULVERT,22.8344166666666,91.1005,2.0
N104,Slab Culvert,B,UTTOR SONAPUR SLAB CULVERT,22.8324722222222,91.1005555555555,2.0
N104,Box Culvert,A,SONAMIPUR BOX CULVERT,22.8280833333333,91.1012222222222,3.0
N105,Box Culvert,C,MODONPUR,23.6906666666666,90.54675,12.8
N105,Box Culvert,A,MODONPUR COLLEGE,23.6985555555555,90.5515277777777,6.25
N105,Box Culvert,A,LALADI CULVERT,23.7073055555555,90.5607777777777,6.1
N105,Box Culvert,A,KHAJLA PUR,23.7161666666666,90.5701111111111,6.0
N105,Box Culvert,A,KAZI PARA,23.7276944444444,90.5834444444444,6.1
N105,Box Culvert,A,BOSTROL CULVERT,23.7309999999999,90.5872777777777,6.0
N105,Box Culvert,A,BRAAMAN,23.8456388888888,90.5400277777777,10.4
N105,Box Culvert,A,BRAMMAN KALY,23.8351388888888,90.5399444444444,6.2
N105,Box Culvert,A,SHIMOLIA,23.8393888888888,90.5361666666666,6.0
N105,Box Culvert,A,MAZIPARA,23.8492777777777,90.5269722222222,4.6
N105,Box Culvert,A,CHAPRA,23.8601944444444,90.5179722222222,4.5
N105,Box Culvert,A,CHAPRY,23.86225,90.5168055555555,4.5
N105,Box Culvert,A,POLKHAN,23.868,90.5121666666666,4.5
N105,Box Culvert,A,POLKHAN,23.86925,90.5102777777777,6.2
N105,Box Culvert,A,GULLEN,23.8714444444444,90.5068055555555,4.6
N105,Box Culvert,A,GOLLAR,23.8795555555555,90.5024444444444,6.0
N105,Box Culvert,A,KEAFON,23.8855,90.4848055555555,4.6
N105,Box Culvert,A,MADANPUR,23.8859722222222,90.4924444444444,6.0
N105,Baily with Steel Deck,A,ULAKOLA,23.899,90.4815277777777,209.0
N105,Box Culvert,A,PATARTEK,23.9028333333333,90.48025,4.5
N105,Box Culvert,A,SHAMARSINGH,23.9069722222222,90.4788055555555,4.5
N105,Box Culvert,A,SHAMARSINGH,23.9116388888888,90.4734444444444,4.5
N105,Box Culvert,A,MADANPUR,23.91375,90.4706666666666,4.5
N105,Baily with Steel Deck,A,SHAMARSINGH,23.9166388888888,90.4692222222222,160.0
N105,PC Girder Bridge,A,Ulukhola Bridge,23.8858911498789,90.4927756864406,174.75
N105,Box Culvert,A,NARAYAN ROLI,23.9214166666666,90.4645833333333,5.0
N105,Box Culvert,A,NARAYAN ROLI,23.9240277777777,90.4591666666666,5.0
N105,Box Culvert,A,SHAMMUDDA,23.9308333333333,90.4516944444444,4.5
N105,Box Culvert,A,SHAMMUDDA,23.9326944444444,90.4491388888889,1.0
N105,Box Culvert,A,SAMUDAA,23.9340277777777,90.4473055555555,3.0
N105,Box Culvert,A,SHAMUDDA,23.9363333333333,90.4440555555555,3.4
N105,Box Culvert,A,DIRAJGRAM,23.9495833333333,90.4148333333333,5.0
N105,Box Culvert,A,DIRAJSHRAM,23.9492222222222,90.4141111111111,5.0
N105,Box Culvert,A,DIRASURAM,23.95075,90.4106388888889,13.0
N105,Box Culvert,A,BASURA,23.9521944444444,90.4038888888889,3.0
N105,Box Culvert,A,BASURA,23.9562222222222,90.4012777777777,4.5
N105,Box Culvert,A,JUGITALA,23.9701388888888,90.3972777777777,7.0
N105,Box Culvert,A,MOGORKHAL,23.9735833333333,90.3940277777777,6.0
N105,Box Culvert,A,MOGORKHAL,23.9761388888888,90.3900277777777,3.0
N105,Box Culvert,A,MONGLEKHAN,23.9760833333333,90.3875,3.0
N105,Box Culvert,A,MADANPUR,23.9772777777777,90.3844166666666,3.0
N105,Box Culvert,A,BOGRA,23.9774722222222,90.3783055555555,3.0
N105,Box Culvert,A,BOGRA-2,23.9774444444444,90.3753888888888,3.0
N105,Box Culvert,A,BOGRA-3 BOX CULVERT,23.9780277777777,90.3716111111111,3.0
N105,Box Culvert,A,NOWZAR,23.9826944444444,90.3670555555555,3.0
N105,Box Culvert,A,NOWZAR-2,23.9863333333333,90.3628888888888,3.0
N2,RCC Girder Bridge,B,JATRAMURA BRIDGE,23.7188055555555,90.5156944444444,36.5
N2,RCC Girder Bridge,C,Jatramura Bridge,23.7182771,90.5156944,36.7
N2,RCC Girder Bridge,B,GOLA GANDE BRIDGE,23.7854166666666,90.5690277777777,17.5
N2,RCC Girder Bridge,C,Gola kandail Bridge.,23.7853886,90.5691104,19.0
N2,Box Culvert,A,SHAWGHAT BOX CULVERT,23.7891944444444,90.5742222222222,3.9
N2,Box Culvert,B,ADURI BOX CULVERT,23.7976111111111,90.5808055555555,4.9
N2,Box Culvert,B,ADURI BOX CULVERT,23.804,90.5869999999999,3.5
N2,Box Culvert,A,BANTI BOX CULVERT,23.8140555555555,90.5946111111111,3.4
N2,PC Girder Bridge,C,BANTI BRIDGE,23.8176111111111,90.5980833333333,71.65
N2,PC Girder Bridge,C,Banti Bridge,23.8240271,90.6041389,72.15
N2,Box Culvert,C,PATCHRUKHI CULVERT,23.8241388888888,90.6040555555555,3.1
N2,Box Culvert,A,PUTCHRUCLAI CULVERT,23.8295555555555,90.6092222222222,4.5
N2,Box Culvert,B,SON PARA,23.8361944444444,90.6158055555555,8.3
N2,Box Culvert,A,FURINGDIA BOX CULVERT,23.8419722222222,90.6224722222222,8.3
N2,Box Culvert,A,PURINDA BAZAR BOX CULVERT,23.8469166666666,90.6272222222222,4.0
N2,Box Culvert,A,PURINDHA BOX CULVERT,23.8496944444444,90.6315555555555,8.0
N2,Box Culvert,B,SHAT GRAM BOX CULVERT,23.8553055555555,90.6386666666666,4.0
N2,Box Culvert,A,BAGBARI BOX CULVERT,23.8551666666666,90.6522777777777,4.0
N2,Box Culvert,A,RAINADI BOX CULVERT,23.8548888888888,90.6586944444444,4.0
N2,Box Culvert,A,KANDA PARA BOX CULVERT,23.8544444444444,90.6634722222222,4.0
N2,Box Culvert,A,NAWPARA BOX CULVERT,23.8539166666666,90.6673055555555,2.0
N2,Box Culvert,A,KURIRPARA BOX CULVERT,23.8780555555555,90.6666111111111,2.5
N2,Box Culvert,A,CHAITABOR BOX CULVERT,23.8821388888888,90.6665833333333,2.5
N2,PC Girder Bridge,B,PANCNDANA BRIDGE,23.8936111111111,90.6668055555555,30.3
N2,PC Girder Bridge,A,Panchdona Bridge,23.8943052,90.6717771,31.72
N2,Box Culvert,B,BOLTIRISH KANE CULVERT,23.8943055555555,90.6718888888888,3.0
N2,Box Culvert,C,SHIKANDI BOX CULVERT,23.8951111111111,90.67425,2.5
N2,Box Culvert,A,UTTAR BAYANDA CULVERT,23.9048611111111,90.6851111111111,3.6
N2,Box Culvert,A,BAGDI BOX CULVERT,23.9130277777777,90.6893055555555,12.7
N2,Box Culvert,A,BAGDI - 2 CULVERT,23.9183611111111,90.6939444444444,3.0
N2,PC Girder Bridge,A,BASAIL BRIDGE OVER ROAD,23.9241944444444,90.6990555555555,25.0
N2,PC Girder Bridge,A,Basail Bridge,23.9307216,90.7045833,27.4
N2,Box Culvert,B,VALARAGAR CULVERT,23.9343333333333,90.7076666666666,1.5
N2,RCC Girder Bridge,A,Bala Nagar Bridge,23.9390552,90.7100278,61.3
N2,RCC Girder Bridge,C,BALANAGAR BRIDGE,23.9307222222222,90.7046388888889,69.5
N2,Box Culvert,A,KARAR CHAR CULVERT,23.9427222222222,90.7099166666666,3.0
N2,Box Culvert,A,KARAR CHAR CULVERT (2),23.9391666666666,90.71,12.6
N2,Box Culvert,A,NAGOR BARI CULVERT,23.9528055555555,90.7148333333333,5.5
N2,Box Culvert,A,PATUAR PAR CULVERT,23.9555277777777,90.7162777777777,3.4
N2,Box Culvert,A,BARAITULA BUSTANT CULVERT,23.9598333333333,90.7186388888888,3.0
N2,Box Culvert,B,SAYED NAGAR CULVERT,23.9655277777777,90.7218055555555,3.5
N2,Box Culvert,A,SAYEA NAGAR (2) CULVERT,23.9658055555555,90.7218055555555,3.0
N2,Box Culvert,A,SAYED NAGOR CULVERT,23.97,90.7244722222222,1.8
N2,Box Culvert,B,SAYED NAGOR CULVERT,23.9723888888888,90.7265833333333,14.1
N2,Box Culvert,B,SAYED NAGOR CULVERT,23.9753333333333,90.7291388888889,8.3
N2,Box Culvert,A,ITAKHOLA CULVERT,23.9778611111111,90.7314166666666,2.0
N2,Box Culvert,A,ITAKHOLO CULVERT,23.9803888888888,90.7348055555555,12.6
N2,Box Culvert,A,SHASPUR CULVERT,23.9818055555555,90.7395555555555,2.5
N2,Box Culvert,A,GASIRDIA CULVERT,23.9854722222222,90.7458611111111,4.0
N2,Box Culvert,A,GASHIRDIA BOX CULVERT,23.9216111111111,90.6967777777777,4.1
N2,RCC Girder Bridge,A,Simbi Bridge,23.9936941,90.7590833,95.5
N2,RCC Girder Bridge,B,SIMBI RCC GIRDER,23.9880277777777,90.7473611111111,105.15
N2,Box Culvert,A,KHARAMARA BOX CULVERT,23.9956111111111,90.7626111111111,10.3
N2,Box Culvert,A,KUNDAR PARA (1) BOX CULVERT,23.9936666666666,90.7590277777777,3.9
N2,Box Culvert,A,KUNDARPARA (2) BOX CULVERT,23.9974722222222,90.7661111111111,2.0
N2,Box Culvert,A,HAZI BAGAN CULVERT,24.00025,90.7714722222222,9.6
N2,Box Culvert,A,SHARIPULAIA BOX CULVERT,23.9963888888888,90.7640555555555,9.5
N2,Box Culvert,A,SHRISTIGAR BOX CULVERT,24.007,90.7893055555555,9.55
N2,Box Culvert,A,HAGIBAGAN BOX CULVERT,24.0089166666666,90.7925277777777,3.0
N2,Box Culvert,A,CHITAMNI BOX CULVERT,24.0167777777777,90.8044444444444,5.4
N2,Box Culvert,A,CHAITANUE BOX CULVERT,24.0204444444444,90.8101388888888,11.0
N2,Box Culvert,A,KAMARTEK BOX CULVERT,24.0262777777777,90.81925,7.3
N2,Box Culvert,A,GABTALI BOX CULVERT,24.0288055555555,90.8230833333333,7.25
N2,Box Culvert,A,MARJAL BOX CULVERT,24.0326666666666,90.8295555555555,3.5
N2,Box Culvert,A,MARGAL BOX CULVERT,24.0365277777777,90.8356944444444,4.0
N2,Box Culvert,A,BARMANERTEK BOX CULVERT,24.0385833333333,90.8391388888888,4.0
N2,RCC Girder Bridge,B,BITIMARGAL BRIGE,24.04025,90.8429444444444,17.75
N2,RCC Girder Bridge,A,Bitimargal Bridge,24.040083,90.8429163,18.9
N2,Box Culvert,A,BITIMARGAL BOX CULVERT,24.0415,90.8485833333333,3.5
N2,Box Culvert,A,SHIMELTALA BOX CULVERT,24.0418611111111,90.8502499999999,3.5
N2,Box Culvert,B,CHARABAG BOX CULVERT,24.0425833333333,90.8536666666666,3.5
N2,RCC Girder Bridge,C,Bridge Over Arial,24.0469163,90.8621389,241.61
N2,RCC Girder Bridge,C,BRIDE OVER ARIAL RCC GIDER BRIDGE,24.047,90.8622222222222,140.4
N2,RCC Girder Bridge,A,SHIBPUR RCC GIDER BRIDGE,24.0484166666666,90.8641944444444,38.7
N2,RCC Girder Bridge,B,Shibpur Bridge,24.0484163,90.8641111,40.6
N2,Box Culvert,A,BARAICHA CULVERT,24.0496111111111,90.8656111111111,4.0
N2,RCC Girder Bridge,A,KHAMACHOR BRIDGE,24.0515277777777,90.8741388888888,37.9
N2,RCC Girder Bridge,A,Khamachor Bridge,24.0514722,90.874166,40.5
N2,Box Culvert,A,CURMARA CULVERT,24.0514722222222,90.8788055555555,7.3
N2,Box Culvert,A,DARIKANDI CULVERT,24.0518333333333,90.8861388888889,7.3
N2,RCC Girder Bridge,A,NOYA KANDI,24.0529166666666,90.8989444444444,11.8
N2,RCC Girder Bridge,A,Noya Kandi Bridge,24.0529167,90.8988608,13.65
N2,RCC Girder Bridge,B,PATILA DUA BRIDGE,24.0533333333333,90.9035555555555,11.5
N2,RCC Girder Bridge,A,Patila Dua Bridge,24.0533056,90.9035556,13.1
N2,Box Culvert,A,NARAYERPUR CULVERT,24.0543333333333,90.9166111111111,4.0
N2,RCC Girder Bridge,A,NARAYAN PUR RCC GIDER BRIDGE,24.4396388888888,90.56925,11.6
N2,RCC Girder Bridge,A,Narayanpur Bridge,24.0545,90.9184716,
N2,Box Culvert,A,MUNDABAD BOX CULVERT,24.0560833333333,90.9396111111111,3.6
N2,RCC Girder Bridge,A,MUNDA BUS RCC GIDER BRIDGE,24.0565833333333,90.9458888888888,14.7
N2,RCC Girder Bridge,A,Mahmudabad Bridge,24.0565833,90.9459163,15.85
N2,Box Culvert,A,MANDABUS -3 BOX CULVERT,24.0568055555555,90.9489444444444,4.0
N2,Box Culvert,B,mundubus 5 boxculvert,24.0570277777777,90.9559444444444,7.3
N2,PC Girder Bridge,C,OLD BRAMMAPULRA,24.0569722222222,90.9535,428.91
N2,Box Culvert,A,JAKANNATHPUR,24.0568333333333,90.9690277777777,4.0
N2,Box Culvert,B,RASHOMPUR,25.0568055555555,90.9695833333333,6.4
N2,RCC Girder Bridge,A,laxmipur brige,24.05675,90.9698055555555,25.5
N2,Box Culvert,A,LAXMEPUR CULVERT,24.0566944444444,90.9708888888889,4.0
N2,Slab Culvert,C,KOMOLPUR CULVERT (1),24.0563055555555,90.9745555555555,6.0
N2,Slab Culvert,A,KAMOLAPUR CULVERT,24.05625,90.9752222222222,6.0
N2,Slab Culvert,A,NEAR BHAIRAB SLAB CULVERT,24.0508888888888,90.9900833333333,14.0
N2,PC Box,A,Bhairab Bridge,24.0487508700361,90.9917788393501,924.0
N2,PC Box,A,BHAIRAB BRIDGE,24.0489166666666,90.9916944444444,1194.5
N2,Box Culvert,A,BHAIROB SIDE CULVERT,24.0388611111111,91.0024722222222,3.0
N2,Box Culvert,A,BHAIRAB END SIDE CULVERT,24.0390277777777,91.0023611111111,3.0
N2,Box Culvert,B,SONARAMPUR,24.03775,91.0068333333333,3.1
N2,Box Culvert,A,SONARAMPUR,24.0373888888888,91.0070833333333,3.35
N2,Box Culvert,A,SONAROMPUR,24.0358888888888,91.0133055555555,6.1
N2,Box Culvert,C,SONARAMPUR CULVERT,24.0362777777777,91.0158888888889,3.1
N2,Box Culvert,C,SUNARAMPUR CULVERT,24.0367777777777,91.0185833333333,3.15
N2,RCC Girder Bridge,D,SUNARAMPUR BRIGE,24.0379166666666,90.0242777777777,79.75
N2,RCC Girder Bridge,C,Sonarampur Bridge,24.0364441,91.0158611,79.75
N2,Box Culvert,A,SUNSRAMPUR CULVERT,24.0387777777777,91.0283333333333,3.15
N2,Box Culvert,A,SOHAGPUR 1,24.0401944444444,91.0356666666666,6.1
N2,Box Culvert,A,SOHAGPUR 2,24.0406666666666,91.0386111111111,12.5
N2,Box Culvert,A,KAMORA,24.0425277777777,91.04875,12.3
N2,Box Culvert,A,KHARIALA 2,24.04375,91.05825,3.1
N2,Box Culvert,A,KHARIALA -1 BOX CULVERT,24.0443888888888,91.0643055555555,12.57
N2,Box Culvert,A,DOLOPARA CULVERT,24.0447777777777,91.0675555555555,3.0
N2,Box Culvert,A,BATHTOLA-2 BOX CULVERT,24.0456111111111,91.0745,9.5
N2,Box Culvert,A,BETHTOLA BOX CULVERT,24.0461388888888,91.0784999999999,6.1
N2,Box Culvert,B,MALIHATA BOX CULVERT,24.0479444444444,91.0939166666666,4.5
N2,Box Culvert,A,MALIHATA BOX CULVERT,24.0485833333333,91.0983888888888,9.3
N2,Box Culvert,A,KUTTAPARCA CULVERT,24.0496388888888,91.1076388888888,3.6
N2,RCC Girder Bridge,A,KATIADE RCC GIDER BRIDGE,24.0582777777777,91.1186388888888,22.4
N2,RCC Girder Bridge,C,Kuttu para Bridge,24.0508333,91.1144444,22.96
N2,Box Culvert,A,GURAICHARI,24.0569722222222,91.1283611111111,3.0
N2,Box Culvert,A,ISLAMA BOX CULVERT,24.0558333333333,91.1378888888889,4.5
N2,RCC Girder Bridge,C,Khalkata Bridge,24.0571667,91.1285271,22.95
N2,RCC Bridge,A,Raboa Bridge,24.0558889,91.1378608,17.5
N2,RCC Girder Bridge,A,ISLAMABAD BRIGE,24.055,91.1451666666666,23.0
N2,RCC Girder Bridge,C,BARIUSA RCC GIDER BRIDGE,24.0542222222222,91.1504444444444,43.0
N2,RCC Girder Bridge,C,Bari vara Bridge,24.0549722,91.1451941,43.88
N2,Box Culvert,B,BARIUSE BOX CULVERT,24.05325,91.1591666666666,4.1
N2,PC Girder Bridge,A,SHAHA BAZAR PC GIDER BRIDGE,24.0524166666666,91.1660277777777,41.9
N2,RCC Girder Bridge,C,Shabaj Pur Bridge,24.0541944,91.1508333,42.65
N2,Box Culvert,A,BARURA BOX CULVERT,24.0514444444444,91.1708611111111,12.0
N2,Box Culvert,A,SHAHA BAZAR BOX CULVERT,24.0514166666666,91.1709166666666,10.45
N2,RCC Girder Bridge,C,Titas Bridge,24.0514167,91.1708882,202.55
N2,RCC Girder Bridge,C,SHAHA BAZAR RCC GIDER BRIDGE,24.0462222222222,91.17725,203.75
N2,RCC Girder Bridge,C,RAZA BARIA RCC GIDER BRIDGE,24.0428333333333,91.1803333333333,26.2
N2,RCC Girder Bridge,A,Chatol Bridge,24.0444163,91.1772493,26.95
N2,Box Culvert,C,RAZABAZAR BOX CULVERT,24.0428611111111,91.19,4.0
N2,Box Culvert,A,BOE SHASY BOX CULVERT,24.0430833333333,91.1996388888889,10.4
N2,Box Culvert,A,DABISOR BOX CULVERT,24.0430277777777,91.2045277777777,10.4
N2,PC Girder Bridge,C,RAMPUR P C GIRDER BRIDGE,24.0410555555555,91.2078611111111,64.1
N2,PC Girder Bridge,C,Rampur Bridge,24.0429997,91.2045,64.61
N2,RCC Girder Bridge,A,KATAKHALI BRIDGE,24.0420555555555,91.21375,33.7
N2,RCC Girder Bridge,C,Khilsima Bridge,24.0419719,91.2138333,27.03
N2,RCC Girder Bridge,A,KHALISHIMA BRIDGE,24.0444444444444,91.2215,26.0
N2,Box Culvert,A,CHANDURA BOX CULVERT,24.0444722222222,91.2217222222222,4.0
N2,PC Girder Bridge,A,Lohor Bridge,24.0472219,91.2358608,64.58
N2,PC Girder Bridge,A,BUDUNTI P C GIRDER BRIDGE,24.0529444444444,91.2411388888888,65.3
N2,Box Culvert,A,BULUNTI 2 BOX CULVERT,24.0599444444444,91.2464166666666,4.0
N2,Box Culvert,A,BURUNDI (3) BOX CULVERT,24.0685,91.2560277777777,9.3
N2,Box Culvert,B,SHASHI BOX CULVERT,24.0717222222222,91.2593611111111,3.5
N2,Box Culvert,A,ISKMPUR BOX CULVERT,24.0750833333333,91.2631944444444,12.3
N2,Box Culvert,A,BILPASA CULVERT,24.0804722222222,91.26875,9.0
N2,Box Culvert,A,AMTOLI CULVERT,24.0822222222222,91.2796944444444,3.5
N2,Box Culvert,A,ARINAGAR CULVERT,24.0851111111111,91.2836666666666,4.0
N2,Box Culvert,A,KHATABARI CULVERT,24.0869444444444,91.2870555555555,10.3
N2,RCC Girder Bridge,B,MADUBPUR BAZAR BRIDGE,24.0939444444444,91.28975,66.0
N2,RCC Girder Bridge,C,Madhab pur Bridge,24.0850552,91.2836941,68.09
N2,Box Culvert,A,KODHMADAB PUR,24.0994444444444,91.29375,3.0
N2,PC Girder Bridge,C,MADABPUR (KACHARI),24.1068611111111,91.3000555555555,19.4
N2,PC Girder Bridge,A,Madhabpur Bridge,24.0995274,91.2936386,19.5
N2,RCC Girder Bridge,C,Mirnagar Bridge,24.1069722,91.2999441,36.7
N2,RCC Girder Bridge,C,MIRNAGAR R C C G BRIDGE,24.1121111111111,91.3047777777777,37.2
N2,Box Culvert,A,HARIA BOX CULVERT,24.12025,91.3131944444444,4.0
N2,PC Girder Bridge,A,Undhiura Bridge,24.1202771,91.3131667,30.0
N2,PC Girder Bridge,B,UNDHIURA P C G BRIDGE,24.1267222222222,91.3189166666666,30.0
N2,PC Girder Bridge,B,DOKHIN BEDHOSA,24.1357222222222,91.3235,25.0
N2,PC Girder Bridge,A,Dokhin Bedhosa Bridge,24.1268049,91.3189438,25.0
N2,PC Girder Bridge,A,BEGURA 2 PC GIRDER BRIDGE,24.1417222222222,91.3270277777777,40.7
N2,PC Girder Bridge,A,Begura -2 Bridge,24.1356941,91.3234993,40.75
N2,PC Girder Bridge,A,BEGURGA 1 PC GIRDER BRIDGE,24.1448888888888,91.3366666666666,22.8
N2,PC Girder Bridge,A,Begurga -1 Bridge,24.1416663,91.326916,23.0
N2,Box Culvert,B,WORLDKOAL CULVERT,24.1471666666666,91.3450555555555,2.0
N2,Box Culvert,A,JAGADISHPUR,24.1481111111111,91.3465833333333,2.0
N2,Box Culvert,A,JAGADISHPUR,24.1493888888888,91.3466666666666,10.6
N2,Box Culvert,C,JAGADISPUR 3 BOX CULVERT,24.1522777777777,91.3486388888888,2.0
N2,Box Culvert,A,JAGADISHPUR 2 BOX CULVERT,24.1573611111111,91.3489166666666,4.25
N2,Box Culvert,A,JOGIDISH PUR CULVERT,24.1592222222222,91.3489999999999,10.6
N2,Box Culvert,A,BELGOR CULVERT,24.1615277777777,91.3490277777777,2.0
N2,Box Culvert,A,BELGOR BOX CULVERT,24.1635277777777,91.3491944444444,9.0
N2,Box Culvert,A,NARONPUR CULVERT,24.1656666666666,91.3491388888888,7.2
N2,Box Culvert,A,NARAONPUR CULVERT,24.1687222222222,91.3490277777777,8.2
N2,Box Culvert,B,NANAR KHOLA CULVERT,24.1700277777777,91.3490555555555,6.4
N2,Box Culvert,A,ITAKHOLA BOX CULVERT,24.1728611111111,91.3490833333333,3.1
N2,Box Culvert,A,ITAKHOLA CULVERT,24.1749166666666,91.3490833333333,4.2
N2,Box Culvert,A,BANGADOBA,24.1791944444444,91.3497777777777,1.6
N2,Box Culvert,A,BANGADOBA BOX CULVERT,24.1851388888888,91.3506666666666,17.12
N2,Box Culvert,A,KAROLA,24.1911944444444,91.3504444444444,5.32
N2,Box Culvert,A,PATONPUR,24.1941666666666,91.3505555555555,6.22
N2,Box Culvert,A,RATONPUR BOX CULVERT,24.1985555555555,91.3510833333333,3.5
N2,Box Culvert,A,NOWA PARA BOX CULVERT,24.2023055555555,91.3516111111111,7.8
N2,Box Culvert,A,NOWA PARA,24.2041944444444,91.3519999999999,2.0
N2,Box Culvert,A,NOWAPARA BOX CULVERT,24.2079444444444,91.3539722222222,4.3
N2,Box Culvert,A,NOWA PARA BOX CULVERT,24.2089444444444,91.3539166666666,2.15
N2,PC Girder Bridge,A,SHAPUR,24.2107222222222,91.3560555555555,29.5
N2,PC Girder Bridge,A,Shapur Bridge,24.2078056,91.3539722,29.5
N2,Box Culvert,A,SAHAPUR BOX CULVERT,24.2146666666666,91.3590833333333,3.3
N2,Box Culvert,A,HORITOLA BOX CULVERT,24.2185833333333,91.3627777777777,6.3
N2,Box Culvert,A,HARITALA 2 BOX CULVERT,24.2197777777777,91.3636944444444,4.3
N2,Box Culvert,A,HORI TOLA BOX CULVERT,24.2211944444444,91.3644166666666,6.6
N2,Box Culvert,A,HORITALA BOX CULVERT,24.2231388888888,91.3648055555555,5.3
N2,Box Culvert,A,SHIBPUR BOX CULVERT,24.2256388888888,91.3655833333333,8.1
N2,Box Culvert,A,SHIBPUR BOX CULVERT,24.2295555555555,91.3665277777777,2.0
N2,Box Culvert,A,SHIBPUR BOX CULVERT,24.2298333333333,91.3666944444444,6.6
N2,Box Culvert,A,SHIBPUR BOX CULVERT,24.23125,91.3670833333333,4.3
N2,Box Culvert,A,SHIBPUR BOX CULVERT,24.235,91.3680555555555,2.0
N2,Box Culvert,A,SOUDURP 2,24.2359722222222,91.3681944444444,1.5
N2,Box Culvert,A,RIAZNAZAR BOX CULVERT,24.2398888888888,91.369,1.5
N2,Box Culvert,A,RIAZ NAGAR BOX CULVERT,24.2425,91.3697222222222,1.5
N2,Box Culvert,A,TAJPUR BOX CULVERT,24.2476666666666,91.3713888888888,6.6
N2,Box Culvert,A,JAJPUR BOX CULVERT,24.2505,91.3726944444444,1.5
