,road,name,LRP Start,Offset Start,Chainage Start,LRP_end,Óffset_end,Chainage_end,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitude Decimal,road_number,EVV
2820,R850,Borashi (Int.with Z8408)-Mollahat,LRP039,580,38.46,LRPE,0,44.83,6.37,19.0,257.0,311.0,146.0,159.0,75.0,16.0,29.0,843.0,922.0,783.0,1833.0,5.0,2777.0,2621.0,5398.0,5398.0,LRP039,37.88,Km Post,"Khulna 55 km, Tungipara 19 km",23.0057222,89.8264716,R850,11746.5
2823,R851,Gopalganj Town-Bus Terminal,LRPS,0,0.0,LRPE,0,0.65,0.65,38.0,468.0,277.0,151.0,161.0,69.0,34.0,47.0,1234.0,751.0,86.0,673.0,0.0,3230.0,759.0,3989.0,3989.0,LRPS,0,Others,Start of road from R850 infront of Goapalgonj Road Division,23.0175827,89.8358052,R851,12609.0
2826,R860,Mostafapur-Iterpool (Int.with Z8603),LRPS,0,0.0,LRP005,900,6.0,6.0,16.0,139.0,186.0,82.0,89.0,44.0,54.0,36.0,1789.0,1130.0,292.0,341.0,3.0,3565.0,636.0,4201.0,4201.0,LRPS,0,Others,Start at Mostafapur Traffic island And From N 8 Madaripur,23.1543056,90.1391108,R860,9370.0
2829,R860,Kazirtek(Int.with Z8611)-Monohorpur(int.with R861),LRP012,133,12.561,LRP016,6126,22.531,9.97,6.0,117.0,139.0,55.0,53.0,42.0,47.0,27.0,1053.0,921.0,242.0,566.0,0.0,2460.0,808.0,3268.0,3268.0,LRP012,12.428,Km Post,Sariatpur 12km Chandpur 58km,23.1889441,90.2481941,R860,6818.0
2832,R860,Monohorpur(int.with R861)-Burirhat (int.with Z8601),LRP016,6126,22.531,LRP027,1304,28.627,6.096,6.0,117.0,139.0,55.0,53.0,42.0,47.0,27.0,1053.0,921.0,242.0,566.0,0.0,2460.0,808.0,3268.0,3268.0,LRP016,16.405,Km Post,Sariatpur 08km Chandpur 54km,23.177166,90.2827216,R860,6818.0
2835,R860,Burirhat(int.with Z8601)-Harina Ferryghat (int.with Z1403),LRP027,1304,28.627,LRP056,7255,63.829,35.202,6.0,117.0,139.0,55.0,53.0,42.0,47.0,27.0,1053.0,921.0,242.0,566.0,0.0,2460.0,808.0,3268.0,3268.0,LRP027,27.323,Km Post,"Chittagong 253 km, Ibrahimpur Ferry 29 km, Bhederganj 9 km",23.1799438,90.3758604,R860,6818.0
2838,R860,Iterpool (Int.with Z8603)-Madaripur (Int.with Z8604),LRP005,900,6.0,LRP008,420,8.518,2.518,16.0,139.0,186.0,82.0,89.0,44.0,54.0,36.0,1789.0,1130.0,292.0,341.0,3.0,3565.0,636.0,4201.0,4201.0,LRP005,5.1,Km Post,Chandpur 49km Madaripur 03km,23.1643056,90.1868608,R860,9370.0
2841,R860,Harina Ferryghat (int.with Z1403)-Vatialpur (Int.withR140),LRP056,7255,63.829,LRPE,0,74.634,10.805,0.0,185.0,37.0,20.0,30.0,37.0,14.0,8.0,285.0,254.0,96.0,89.0,0.0,870.0,185.0,1055.0,1055.0,LRP056,56.574,Km Post,"Chittagong 224 km, Noakhali 73 km,Ibrahimpur Ferry 0 km",23.1818049,90.5803327,R860,3271.0
2844,R860,Madaripur (Int.with Z8604)-Kazirtek(Int.with Z8611),LRP008,420,8.518,LRP012,133,12.561,4.043,16.0,139.0,186.0,82.0,89.0,44.0,54.0,36.0,1789.0,1130.0,292.0,341.0,3.0,3565.0,636.0,4201.0,4201.0,LRP008,8.098,Km Post,Chandpur 46km Shariatpur 18km,23.1684438,90.2146389,R860,9370.0
2847,R861,Monohar Bazar More-Shariatpur (Premtola),LRPS,0,0.0,LRP006,1044,6.904,6.904,0.0,152.0,214.0,104.0,339.0,274.0,97.0,92.0,1871.0,1648.0,267.0,391.0,0.0,4791.0,658.0,5449.0,5449.0,LRPS,0,Others,Start of road from R860 at Monoharpur more.,23.1869997,90.3318882,R861,13327.5
2850,R870,Rupatali bus stand - Satpakia (Int.with Z8709),LRPS,0,0.0,LRP009,964,9.671,9.671,41.0,192.0,364.0,97.0,149.0,116.0,44.0,128.0,709.0,797.0,509.0,547.0,0.0,2637.0,1056.0,3693.0,3693.0,LRPS,0,Others,Start of Road at Rupatoli more (Gole Chokkor) Infront of hotel Metropolition and Intersection at N8 & R870 Barisal.,22.678666,90.347083,R870,10179.5
2853,R870,Jhalokati Bus stand - (Int with Z8702) Rajapur,LRP015,381,15.053,LRP029,1207,29.935,14.882,41.0,192.0,364.0,97.0,149.0,116.0,44.0,128.0,709.0,797.0,509.0,547.0,0.0,2637.0,1056.0,3693.0,3693.0,LRP015,14.672,Km Post,Jhalokati 2 km,22.6429163,90.2173882,R870,10179.5
2856,R870,"(Int with Z8702) Rajapur - Int Z8705, Bhandaria",LRP029,1207,29.935,LRP044,298,43.972,14.037,41.0,192.0,364.0,97.0,149.0,116.0,44.0,128.0,709.0,797.0,509.0,547.0,0.0,2637.0,1056.0,3693.0,3693.0,LRP029,28.728,Km Post,Rajapur 1 km,22.5768882,90.1441108,R870,10179.5
2859,R870,"Bhandaria, Int.with Z8705 - Int Z8701, Chankhali",LRP044,298,43.972,LRP051,830,51.524,7.552,0.0,0.0,137.0,0.0,0.0,158.0,134.0,133.0,1575.0,726.0,579.0,860.0,0.0,2863.0,1439.0,4302.0,4302.0,LRP044,43.674,Km Post,Pirojpur 20 km,22.486833,90.0670827,R870,7575.5
2862,R870,"Chankhali, Int.with Z8701 - Togra (Int.with Z7711)",LRP051,830,51.524,LRP054,123,53.911,2.387,0.0,0.0,137.0,0.0,0.0,158.0,134.0,133.0,1575.0,726.0,579.0,860.0,0.0,2863.0,1439.0,4302.0,4302.0,LRP051,50.694,Km Post,Pirojpur 13 km,22.4886663,90.0040833,R870,7575.5
2865,R870,Togra (Int.with Z7711)- Pirojpur Bus stand (Int R770),LRP054,123,53.911,LRP064,285,63.257,9.346,0.0,0.0,137.0,0.0,0.0,158.0,134.0,133.0,1575.0,726.0,579.0,860.0,0.0,2863.0,1439.0,4302.0,4302.0,LRP054,53.788,Km Post,Pirojpur 12 km,22.5004167,89.9797493,R870,7575.5
2868,R870,Pirojpur Bus stand (Int R770) - Patherhat More (Int.with Z7709),LRP064,285,63.257,LRP064,1280,64.252,0.995,0.0,115.0,139.0,106.0,102.0,47.0,43.0,31.0,868.0,1058.0,379.0,362.0,0.0,2509.0,741.0,3250.0,3250.0,LRP064,62.972,Km Post,Pirojpur 2 km,22.568166,89.9716104,R870,7049.5
2871,R870,"Satpakia, Int with Z8709 - Jhalokhati Bus stand",LRP009,964,9.671,LRP015,381,15.053,5.382,41.0,192.0,364.0,97.0,149.0,116.0,44.0,128.0,709.0,797.0,509.0,547.0,0.0,2637.0,1056.0,3693.0,3693.0,LRP009,8.707,Km Post,Jhalokati 8 km,22.6671104,90.2681104,R870,10179.5
2874,R880,Patuakhali Chourasta-Shakharia (Int with Z8804),LRPS,0,0.0,LRP012,595,11.862,11.862,15.0,84.0,454.0,71.0,73.0,78.0,27.0,48.0,1585.0,1427.0,872.0,592.0,0.0,3862.0,1464.0,5326.0,5326.0,LRPS,0,Others,"Start at Road Patuakhali Chow -Raster more Near Power Station End Point of N-8,Patuakhali.",22.3596111,90.3184716,R880,11175.0
2877,R880,Shakaria (Int with Z8804)- Amragachhia (Int with Z8806),LRP012,595,11.862,LRP022,276,21.543,9.681,15.0,84.0,454.0,71.0,73.0,78.0,27.0,48.0,1585.0,1427.0,872.0,592.0,0.0,3862.0,1464.0,5326.0,5326.0,LRP012,11.267,Km Post,Kuakata 59 km Barguna 30 km,22.26025,90.3255271,R880,11175.0
2880,R880,Amragachhia (Int with Z8806)-Amtali (Int with R881),LRP022,276,21.543,LRP029,873,29.138,7.595,15.0,84.0,454.0,71.0,73.0,78.0,27.0,48.0,1585.0,1427.0,872.0,592.0,0.0,3862.0,1464.0,5326.0,5326.0,LRP022,21.267,Km Post,Khepupara 26 km Kuakata 49 km,22.1856941,90.2763604,R880,11175.0
2883,R880,Amtali (Int with R880)-Barguna Bus Stand (Int with Z8810),LRP029,873,29.138,LRP043,948,43.021,13.883,15.0,84.0,454.0,71.0,73.0,78.0,27.0,48.0,1585.0,1427.0,872.0,592.0,0.0,3862.0,1464.0,5326.0,5326.0,LRP029,28.265,Km Post,Kuakata 42 km Khepupara 19 km,22.1389997,90.2337774,R880,11175.0
2886,R880,Barguna Bus Stand (Int with Z8810)-Kakchira (End of road),LRP043,948,43.021,LRP056,305,55.728,12.707,8.0,78.0,169.0,13.0,47.0,37.0,14.0,23.0,561.0,481.0,371.0,377.0,4.0,1431.0,752.0,2183.0,2183.0,LRP043,42.073,Km Post,Barguna 1 km,22.1595833,90.1332493,R880,4725.5
2889,R881,Amtali (int.with R880)-Kuakata,LRPS,0,0.0,LRPE,0,40.646,40.646,0.0,79.0,20.0,80.0,17.0,54.0,25.0,17.0,1096.0,1203.0,26.0,21.0,0.0,2591.0,47.0,2638.0,2638.0,LRPS,0,Others,"Start of road from R880 at Patuakhali RHD Division only at Amtali Infront of R.H.D Sign Board Amtali,Barguna",22.133166,90.2305549,R881,5259.0
2892,R890,Paran Talukderhat-Guingerhat(int.with Z8916),LRPS,0,0.0,LRP012,892,12.872,12.872,6.0,69.0,98.0,78.0,112.0,62.0,61.0,40.0,1262.0,1165.0,460.0,300.0,0.0,2953.0,760.0,3713.0,3713.0,LRPS,0,Others,Start from N 809 at paran Talukderhat Bhola.,22.7290271,90.634333,R890,7348.0
2895,R890,Guingerhat(int.with Z8916)-Banglabazar(int.with Z8915),LRP012,892,12.872,LRP016,855,16.885,4.013,6.0,69.0,98.0,78.0,112.0,62.0,61.0,40.0,1262.0,1165.0,460.0,300.0,0.0,2953.0,760.0,3713.0,3713.0,LRP012,11.98,Km Post,Char fashion 60 km,22.6335274,90.6618611,R890,7348.0
2898,R890,Banglabazar-Kungerhat (int.with Z8943),LRP016,855,16.885,LRP041,320,41.62,24.735,6.0,69.0,98.0,78.0,112.0,62.0,61.0,40.0,1262.0,1165.0,460.0,300.0,0.0,2953.0,760.0,3713.0,3713.0,LRP016,16.03,Km Post,Char feshion 56 km,22.5975274,90.6569444,R890,7348.0
2901,R890,Kungerhat(int.with Z8943)-Lalmohon(int.with Z8913),LRP041,320,41.62,LRP052,610,53.04,11.42,3.0,212.0,188.0,126.0,142.0,96.0,52.0,63.0,1119.0,1009.0,692.0,774.0,0.0,3010.0,1466.0,4476.0,4476.0,LRP041,41.3,Km Post,Baburhat Launchghat 69 km,22.4329438,90.7688049,R890,9968.0
2904,R890,Lalmohon(int.with Z8913)-Char Fession (int.with Z8909),LRP052,610,53.04,LRP072,990,73.78,20.74,3.0,212.0,188.0,126.0,142.0,96.0,52.0,63.0,1119.0,1009.0,692.0,774.0,0.0,3010.0,1466.0,4476.0,4476.0,LRP052,52.43,Km Post,Char Fassion 19 km,22.3432219,90.7372219,R890,9968.0
2907,R890,"Char Fession (int.with Z8909)-Baburhat, Lunch Ghat",LRP072,990,73.78,LRPE,0,108.785,35.005,3.0,212.0,188.0,126.0,142.0,96.0,52.0,63.0,1119.0,1009.0,692.0,774.0,0.0,3010.0,1466.0,4476.0,4476.0,LRP072,72.79,Km Post,Info missing,22.1946386,90.7602222,R890,9968.0
2910,R891,Illisha Junction-Illisha Ghat,LRPS,0,0.0,LRPS,615,0.615,0.615,0.0,213.0,257.0,33.0,198.0,36.0,19.0,30.0,720.0,514.0,321.0,293.0,0.0,2020.0,614.0,2634.0,2634.0,LRPS,0,Others,Start of road from N 809 at Illisha Junction..,22.780916,90.6481663,R891,7656.5
2913,Z1001,Ramu-Naikhongchhari,LRPS,0,0.0,LRP011,185,11.165,11.165,0.0,29.0,36.0,0.0,0.0,24.0,12.0,7.0,175.0,135.0,155.0,224.0,0.0,418.0,379.0,797.0,797.0,LRPS,0,Others,Road start from N1 at Ramu.,21.4494997,92.0995552,Z1001,1447.5
2916,Z1002,Baraitali-Yancha (Int.with Z1126),LRPS,0,0.0,LRP003,155,3.15,3.15,0.0,0.0,36.0,0.0,3.0,113.0,3.0,1.0,732.0,107.0,118.0,334.0,2.0,995.0,454.0,1449.0,1449.0,LRPS,0,Others,"Road start from N1 at Baraitali,Harbang.",21.8044722,92.0771382,Z1002,2813.0
2922,Z1004,Janabazar-Gorokghata,LRPS,0,0.0,LRPS,27330,27.33,27.33,0.0,101.0,207.0,0.0,125.0,133.0,348.0,14.0,1111.0,326.0,173.0,456.0,0.0,2365.0,629.0,2994.0,2994.0,LRPS,0,Others,"Road start from end of Moheskhali Bridge , Bodorkhali.",21.7158889,91.9448608,Z1004,7848.5
2925,Z1005,Faishaikhali-Alikadam,LRPS,0,0.0,LRP038,1606,39.06,39.06,0.0,175.0,149.0,0.0,127.0,190.0,115.0,104.0,478.0,282.0,103.0,137.0,0.0,1620.0,240.0,1860.0,1860.0,LRPS,0,Others,Road Start from N1 at Haser Dighi Chokoria,21.7215271,92.0830827,Z1005,6238.5
2928,Z1007,Aziznagor-Gazalia,LRPS,0,0.0,LRPS,18766,18.766,18.766,0.0,14.0,40.0,0.0,0.0,61.0,33.0,7.0,111.0,825.0,146.0,235.0,0.0,1091.0,381.0,1472.0,1472.0,LRPS,0,Others,Start of road from N1 at Aziznagar,21.9031667,92.0611667,Z1007,2172.0
2931,Z1008,Chandina-Debidwar,LRPS,0,0.0,LRP013,1351,14.458,14.458,0.0,24.0,139.0,0.0,0.0,75.0,0.0,35.0,1774.0,294.0,405.0,503.0,0.0,2341.0,908.0,3249.0,3249.0,LRPS,0,Others,Start of Road from N1 at Chandina.,23.4896941,91.00475,Z1008,6192.5
2934,Z1009,Ramu-Maricha,LRPS,0,0.0,LRP015,106,14.216,14.216,0.0,27.0,67.0,0.0,12.0,146.0,198.0,46.0,1131.0,279.0,181.0,334.0,0.0,1906.0,515.0,2421.0,2421.0,LRPS,0,Others,Road Start from N109 at Ramu Chowmohoni,21.4295271,92.1041667,Z1009,5184.5
2943,Z1013,Tonakabati-Bara Aulia,LRPS,0,0.0,LRP019,1022,20.045,20.045,0.0,103.0,63.0,0.0,0.0,79.0,25.0,62.0,390.0,253.0,148.0,157.0,0.0,975.0,305.0,1280.0,1280.0,LRPS,0,Others,Start of Road From Tonkabati,22.00025,92.2361941,Z1013,3185.0
2949,Z1017,Madhaya-Companiganj,LRPS,0,0.0,LRP016,2366,18.565,18.565,0.0,44.0,40.0,0.0,0.0,24.0,71.0,11.0,994.0,133.0,192.0,250.0,2.0,1317.0,444.0,1761.0,1761.0,LRPS,0,Others,Start of Road,23.5042778,90.9353886,Z1017,3467.0
2952,Z1018,Shikalbaha-Anwara (Hospital),LRPS,0,0.0,LRP008,68,8.078,8.078,0.0,39.0,139.0,0.0,129.0,110.0,47.0,98.0,2230.0,259.0,259.0,368.0,0.0,3051.0,627.0,3678.0,3678.0,LRPS,0,Others,Road start from N1 at Crossing Bazar Shikalbaha Chittagong.,22.2916941,91.8696382,Z1018,8260.5
2955,Z1019,Keranirhat-Rampur(int.with Z1037),LRPS,0,0.0,LRPS,6905,6.905,6.905,0.0,110.0,79.0,0.0,0.0,66.0,13.0,24.0,2336.0,143.0,134.0,157.0,0.0,2771.0,291.0,3062.0,3062.0,LRPS,0,Others,Road start from N1 at Satkaniya Rastar Matha.,22.0976941,92.0749716,Z1019,6913.0
2964,Z1022,Jhalam-Chandina,LRPS,0,0.0,LRP008,6733,14.733,14.733,0.0,28.0,105.0,0.0,0.0,21.0,1.0,7.0,808.0,288.0,349.0,355.0,0.0,1258.0,704.0,1962.0,1962.0,LRPS,0,Others,Start from Z1401 at Jhalam,23.380916,90.9869441,Z1022,3521.5
2967,Z1025,Kumira-Steamer ghat,LRPS,0,0.0,LRPS,1520,1.52,1.52,0.0,12.0,22.0,32.0,0.0,17.0,0.0,18.0,73.0,133.0,219.0,584.0,0.0,307.0,803.0,1110.0,1110.0,LRPS,0,Others,Road Start from N1 Intersection Kumira,22.5093611,91.7125278,Z1025,1585.5
2970,Z1025,Beri bandh- Intersection with Z1095,LRPS,1520,1.52,LRP005,2470,6.69,5.17,0.0,12.0,22.0,32.0,0.0,17.0,0.0,18.0,73.0,133.0,219.0,584.0,0.0,307.0,803.0,1110.0,1110.0,LRPS,0,Others,Road Start from N1 Intersection Kumira,22.5093611,91.7125278,Z1025,1585.5
2973,Z1025,Intersection with Z1095- Sea Beribandh,LRP005,2470,6.69,LRP005,8075,12.295,5.605,0.0,12.0,22.0,32.0,0.0,17.0,0.0,18.0,73.0,133.0,219.0,584.0,0.0,307.0,803.0,1110.0,1110.0,LRP005,4.22,Km Post,Guptachara Ferry Ghat 3 km,22.4916386,91.509,Z1025,1585.5
2976,Z1026,Khanhat-Dulupar,LRPS,0,0.0,LRPS,7150,7.15,7.15,0.0,12.0,22.0,32.0,0.0,17.0,0.0,18.0,73.0,133.0,219.0,584.0,0.0,307.0,803.0,1110.0,1110.0,LRPS,0,Others,Road start from N1 at Khanahat Chandanaiwsh.,22.2467219,92.0303049,Z1026,1585.5
2979,Z1028,Nimsar-Barura,LRPS,0,0.0,LRP012,1120,13.28,13.28,0.0,52.0,89.0,0.0,0.0,8.0,0.0,15.0,584.0,199.0,440.0,348.0,0.0,947.0,788.0,1735.0,1735.0,LRPS,0,Others,Road start from Dhaka Ctg road N1,23.4813327,91.0586111,Z1028,3059.0
2985,Z1029,Int.with N1-Barura (Int.with Z1028),LRP002,449,2.381,LRP012,2396,13.304,10.923,0.0,99.0,301.0,40.0,13.0,396.0,164.0,430.0,5432.0,1128.0,607.0,9017.0,3.0,8003.0,9627.0,17630.0,17630.0,LRP002,1.932,Km Post,"Bangla Bazar 2 km,Jagungulia 0.5 km",23.4591111,91.1466941,Z1029,28334.5
2988,Z1030,Elahiganj-Biroli(Int.with Z1444),LRPS,0,0.0,LRPS,9875,9.875,9.875,0.0,31.0,51.0,0.0,2.0,18.0,0.0,2.0,1283.0,221.0,151.0,181.0,0.0,1608.0,332.0,1940.0,1940.0,LRPS,0,Others,Start at Intersection with N1 at Elahiganj.,23.0248327,91.3655278,Z1030,3756.5
3015,Z1031,Salauddin School More(int.with Z1083)-Feni (Int.with N104),LRP004,895,4.325,LRP007,495,6.97,2.645,0.0,174.0,111.0,6.0,173.0,186.0,62.0,161.0,7465.0,431.0,225.0,12660.0,0.0,8769.0,12885.0,21654.0,21654.0,LRP004,3.43,Km Post,"Feni 4 km, Chittagong 108 km",23.0324716,91.3734993,Z1031,32981.5
3027,Z1032,Chhagalnaiya-Santirhat (Int.with Z1134),LRPS,0,0.0,LRP002,2976,4.994,4.994,0.0,66.0,182.0,6.0,2.0,71.0,8.0,18.0,2030.0,441.0,593.0,708.0,0.0,2824.0,1301.0,4125.0,4125.0,LRPS,0,Others,Intersection with Z1031 at Chhagalnaiya,23.0393608,91.5146111,Z1032,7794.5
3030,Z1032,Santirhat (Int.with Z1134)-Muhuriganj (Int.with N1),LRP002,2976,4.994,LRP011,148,11.233,6.239,0.0,66.0,182.0,6.0,2.0,71.0,8.0,18.0,2030.0,441.0,593.0,708.0,0.0,2824.0,1301.0,4125.0,4125.0,LRP002,2.018,Km Post,Information missing,23.0216938,91.5168327,Z1032,7794.5
3033,Z1033,Feni (Polytechnic More)-Fulgazi (Munshirhat) int.with Z1081,LRPS,0,0.0,LRP006,3208,9.282,9.282,0.0,128.0,261.0,0.0,138.0,297.0,35.0,80.0,2951.0,445.0,233.0,334.0,195.0,4335.0,762.0,5097.0,5097.0,LRPS,0,Others,Start from Technical College more Feni.,23.0314438,91.4126389,Z1033,12501.5
3042,Z1034,Feni (Shahid Minar)-Int.with N1,LRPS,0,0.0,LRPS,2652,2.652,2.652,0.0,83.0,120.0,0.0,93.0,238.0,23.0,48.0,1098.0,381.0,180.0,231.0,0.0,2084.0,411.0,2495.0,2495.0,LRPS,0,Others,Start of road from Intersection of N104 & Z1031 at Shahid Minar more.,23.0100278,91.3991108,Z1034,6363.0
3045,Z1034,Feni (Int.with N1)-Baktermunshi (Int.with Z1425),LRPS,2652,2.652,LRP012,859,12.642,9.99,0.0,101.0,211.0,0.0,112.0,359.0,12.0,57.0,2345.0,237.0,68.0,91.0,0.0,3434.0,159.0,3593.0,3593.0,LRPS,0,Others,Start of road from Intersection of N104 & Z1031 at Shahid Minar more.,23.0100278,91.3991108,Z1034,10011.0
3054,Z1035,Chhagalnaiya-Parshuram,LRPS,0,0.0,LRP022,11,21.655,21.655,1.0,54.0,163.0,0.0,0.0,197.0,0.0,0.0,2195.0,416.0,189.0,60.0,0.0,3026.0,249.0,3275.0,3275.0,LRPS,0,Others,Road start at Intersection With Z1031 Chhagalnaiya.,23.0397497,91.5204993,Z1035,7528.5
3057,Z1036,Hashimpur Rail Station-Int.with N1,LRPS,0,0.0,LRPS,960,0.96,0.96,0.0,36.0,53.0,0.0,9.0,18.0,17.0,11.0,991.0,344.0,329.0,345.0,0.0,1479.0,674.0,2153.0,2153.0,LRPS,0,Others,Start of road from Hasimpur railway station,22.1956108,92.0523056,Z1036,3722.5
3063,Z1037,Ghatiadanga-Monufakirhat,LRPS,0,0.0,LRPS,12240,12.24,12.24,0.0,130.0,197.0,0.0,0.0,201.0,18.0,69.0,1267.0,504.0,547.0,473.0,0.0,2386.0,1020.0,3406.0,3406.0,LRPS,0,Others,Start of road from Golaghat Bazar,22.0972219,92.0472219,Z1037,7469.5
3069,Z1039,Patiya-(int.with Z1036),LRPS,0,0.0,LRPS,13362,13.362,13.362,0.0,0.0,47.0,0.0,0.0,34.0,0.0,35.0,1688.0,599.0,874.0,1506.0,0.0,2403.0,2380.0,4783.0,4783.0,LRPS,0,Others,Road Start from N1 at Sreemai Pole Palia.,22.2862497,91.9916941,Z1039,6522.0
3072,Z1039,Patiya-(int.with Z1036),LRPS,0,0.0,LRPS,13362,13.362,13.362,0.0,4.0,40.0,0.0,80.0,40.0,0.0,3.0,363.0,139.0,92.0,105.0,0.0,669.0,197.0,866.0,866.0,LRPS,0,Others,Road Start from N1 at Sreemai Pole Palia.,22.2862497,91.9916941,Z1039,2017.0
3078,Z1040,Gasbaria-Barma (Int.with Z1036),LRPS,0,0.0,LRP006c,20,6.69,6.69,0.0,152.0,129.0,0.0,137.0,75.0,25.0,21.0,1902.0,231.0,807.0,1065.0,0.0,2672.0,1872.0,4544.0,4544.0,LRPS,0,Others,Road Start from N1 at Gasbaria,22.21275,92.0308049,Z1040,8957.5
3081,Z1040,Int.with Z1070-Anowara (int.with R170),LRP012a,170,12.6,LRPE,0,16.48,3.88,0.0,113.0,141.0,0.0,90.0,34.0,8.0,24.0,1616.0,114.0,691.0,737.0,0.0,2140.0,1428.0,3568.0,3568.0,LRP012a,12.43,Culvert,Pipe Culvert,22.2024444,91.9294438,Z1040,7125.5
3093,Z1041,Burichang(int.with Z1219)-Mirpur(int.with N102),LRP009,1786,10.604,LRPE,0,33.592,22.988,0.0,24.0,136.0,2.0,75.0,48.0,2.0,24.0,1255.0,205.0,312.0,395.0,0.0,1771.0,707.0,2478.0,2478.0,LRP009,8.818,Km Post,Information missing,23.5316104,91.1322493,Z1041,5192.0
3096,Z1042,Eliotganj-Muradnagar(int.with Z1205),LRPS,0,0.0,LRP024,320,23.53,23.53,3.0,52.0,118.0,61.0,0.0,116.0,26.0,38.0,1568.0,141.0,99.0,130.0,0.0,2123.0,229.0,2352.0,2352.0,LRPS,0,Others,Start of Road from N1 at Eliotganj.,23.5126389,90.871416,Z1042,5927.5
3108,Z1044,Gouripur-Kachua(int.with Z1050),LRPS,0,0.0,LRP028,779,28.66,28.66,0.0,95.0,113.0,62.0,7.0,106.0,7.0,61.0,2449.0,106.0,60.0,105.0,0.0,3006.0,165.0,3171.0,3171.0,LRPS,0,Others,Start of Road From N1 at Gouripur,23.5306938,90.7924441,Z1044,7900.0
3114,Z1045,Chouddagram-Bangadda (int.with Z1049),LRPS,0,0.0,LRP005,4426,8.39,8.39,0.0,96.0,84.0,0.0,0.0,52.0,31.0,24.0,874.0,482.0,426.0,258.0,0.0,1643.0,684.0,2327.0,2327.0,LRPS,0,Others,Start of road at Chouddagram at Intersection with N1,23.221416,91.3137222,Z1045,4482.0
3117,Z1045,Bangadda(int.with Z1049)-Laksam,LRP005,4426,8.39,LRP021,1651,21.317,12.927,0.0,124.0,110.0,0.0,0.0,86.0,33.0,69.0,932.0,615.0,489.0,434.0,3.0,1969.0,926.0,2895.0,2895.0,LRP005,3.964,Km Post,Laksam 18 km,23.2178882,91.2763604,Z1045,5658.5
3120,Z1046,Harishchar-Buschi(int.with Z1049),LRPS,0,0.0,LRP012,496,12.556,12.556,0.0,9.0,161.0,0.0,115.0,46.0,2.0,24.0,2315.0,481.0,379.0,313.0,4.0,3153.0,696.0,3849.0,3849.0,LRPS,0,Others,Start Of Road Front N1 at Miabazar,23.3347219,91.2711382,Z1046,7814.5
3129,Z1048,Daulatganj-Nangalkot(int.with Z1415),LRPS,0,0.0,LRP011,1209,12.292,12.292,0.0,11.0,44.0,0.0,0.0,18.0,4.0,10.0,432.0,371.0,358.0,331.0,0.0,890.0,689.0,1579.0,1579.0,LRPS,0,Others,"Start of road at Daulatganj, Laksam",23.2313049,91.1204716,Z1048,2273.0
3135,Z1049,Mogbari-Bagmara(int.with R141),LRPS,0,0.0,LRP002,171,2.175,2.175,0.0,9.0,58.0,0.0,3.0,18.0,1.0,11.0,754.0,317.0,517.0,251.0,0.0,1171.0,768.0,1939.0,1939.0,LRPS,0,Others,Start of road from Z1401 at Mogbari Busstand.,23.3488886,91.1302493,Z1049,2956.5
3138,Z1049,Bagmara(int.with R141)-Buschi (int.with Z1046),LRP002,171,2.175,LRP009,694,8.479,6.304,0.0,9.0,58.0,0.0,3.0,18.0,1.0,11.0,754.0,317.0,517.0,251.0,0.0,1171.0,768.0,1939.0,1939.0,LRP002,2.004,Km Post,Bangadda 18km,23.3392219,91.144833,Z1049,2956.5
3141,Z1049,Buschi (int.with Z1046)-Bangadda,LRP009,694,8.479,LRP021,556,19.222,10.743,0.0,9.0,58.0,0.0,3.0,18.0,1.0,11.0,754.0,317.0,517.0,251.0,0.0,1171.0,768.0,1939.0,1939.0,LRP009,7.785,Km Post,Bangadda 12 Km,23.2981386,91.1759438,Z1049,2956.5
3144,Z1050,Kaliapara-Kachua,LRPS,0,0.0,LRP002,11305,13.305,13.305,0.0,0.0,48.0,0.0,0.0,46.0,76.0,40.0,710.0,373.0,275.0,429.0,0.0,1293.0,704.0,1997.0,1997.0,LRPS,0,Others,Start at road from R-140 at Kaliapara.,23.2491663,90.9569722,Z1050,3273.5
3147,Z1051,Kotbari-Int.with N1,LRPS,0,0.0,LRPS,1465,1.465,1.465,0.0,0.0,48.0,0.0,0.0,46.0,76.0,40.0,710.0,373.0,275.0,429.0,0.0,1293.0,704.0,1997.0,1997.0,LRPS,0,Others,Start of road from Z1052,23.4386663,91.1434441,Z1051,3273.5
3150,Z1051,Int.with N1- int.with R140,LRPS,1465,1.465,LRPS,4360,4.36,2.895,0.0,0.0,48.0,0.0,0.0,46.0,76.0,40.0,710.0,373.0,275.0,429.0,0.0,1293.0,704.0,1997.0,1997.0,LRPS,0,Others,Start of road from Z1052,23.4386663,91.1434441,Z1051,3273.5
3153,Z1051,int.with R140-int.with N120,LRPS,4360,4.36,LRPS,10233,10.233,5.873,0.0,0.0,48.0,0.0,0.0,46.0,76.0,40.0,710.0,373.0,275.0,429.0,0.0,1293.0,704.0,1997.0,1997.0,LRPS,0,Others,Start of road from Z1052,23.4386663,91.1434441,Z1051,3273.5
